"id","make","model","vin","year","serialNum"
"27931511","Kenworth","T680","1XKYDP9X7HJ148303","2017","87B010210078"
"28543624","KW",,"1XKYDP9X7RJ336997","2024","87B031110011"
"28543650","Kenworth",,"1XKYDP9X3NJ137181","2022","87B031580049"
"30212056",,,"1XKYD49X1HJ142558",NULL,"87B030320037"
"30212057","kenworth","t680","1XKYDP9X3KJ233050","2019","87A031910036"
"30212063","KENWORTH","T680","1XKYD49X7RJ357900","2024","87B112170095"
"30212064","KENWORTH","T680","1XKYD49X9RJ357901","2024","87A102900113"
"30212065","PETERBILT","579","1XPBDP9X5RD895866","2024","87B010690214"
"30212066","PETERBILT","579","1XPBDP9X7RD895867","2024","87B030330431"
"30212067","PETERBILT","579","1XPBD49X2RD895886","2024","87B030330422"
"30212068","KENWORTH","T680","1XKYD49X0RJ357902","2024","87B010690229"
"30614757","Peterbilt",,"1XPBD49X0GD336527","2016","87A012720207"
"30889926","KENWORTH","TK","1XKAA49X9BJ287350","2011","87B030320050"
"30889931",,,"1XPBDP9X6KD612980",NULL,"87A032490088"
"33709957",,,"1XPBDP9X9JD363959","2018","87B030320022"
"33709965","KW",,"1XKYDP9X5FJ457684","2015","87B013320395"
"33709992",,,"1XPBDP9X8JD462188",NULL,"87A031910208"
"34994406","PTRB",,"1XPBDP9XXJD483964","2018","87B010770083"
"34994410","PTRB",,"1XPBDP9XXLD687408","2020","87B030600139"
"34994414","KW",,"1XKYD49X1JJ196254","2018","87B010280063"
"35407808","KW",,"1XKYDP9X6NJ144030","2022","87B112220199"
"35843264","PETERBILT","579","1XPBDP9X9ND779936","2022","87B012790039"
"36109059",,"kenworth","1XKYD49X6KJ243652",NULL,"87A031910275"
"36109067",,,"1XKYD49X7LJ357435",NULL,"87B030320032"
"36109075","PTRB",,"1XPBDP9X6LD687423","2020","87B030600124"
"36109080","PTRB",,"1XPBD49X3KD616130","2019","87B112220076"
"36109081","KW",,"1XKYD49X7KJ247208","2019","87B010280066"
"36109087","KW",,"1XKYD49X0JJ196259","2018","87B013130013"
"36109088","KW",,"1XKYD49X6JJ196265","2018","87B112220168"
"36109091","KW",,"1XKYDP9X8NJ144031","2022","87A013570228"
"36516209","PTRB",,"1XPBDP9X2LD687418","2020","87B013410794"
"36516214","PTRB",,"1NPXDP9X0LD647127","2020","87B010690095"
"36516224",,,"1XKYDP9X5LJ346452",NULL,"87A031910190"
"36516226",,,"1XKYD49X7KJ243692",NULL,"87A031910218"
"37108557","KW",,"1XKYD49X5JJ196256","2018","87A013570080"
"37108558","PTRB",,"1XPBDP9X2LD687435","2020","87B031110013"
"37108559","PTRB",,"1XPBDP9X0JD484007","2018","87B112220156"
"37108564","PTRB",,"1XPBDP9X4LD687436","2020","87B031110030"
"37108574","PTRB",,"1XPBDP9X4KD600598","2019","87A031910252"
"37108575","PTRB",,"1XPBDP9X2KD600907","2019","87B031700006"
"37108579","Kenworth",,"1XKYD49X1KJ247205","2019","87B010770037"
"37108580","Kenworth",,"1XKYD49X5GJ478163","2016","87B013130031"
"37108592","Kenworth",,"1XKYD49X7GJ492145","2016","87B010620160"
"37108593","Kenworth",,"1XKYDP9XXNJ144032","2022","87A013570219"
"38135656","PETERBILT",,"1XPBDP9X3LD687380","2020","87B030600095"
"38470506","PETERBILT",,"1XPBDP9X9LD687366","2020","87B013410786"
"38470524","Kenworth","TR","1XKYD49X5JJ202279","2018","87A102380030"
"38470525","Peterbilt",,"1XPBD49XXKD616125","2019","87B010280067"
"38470528",,,"1XPBDP9X6PD850139",NULL,"87A031910265"
"38470529","Kenworth",,"1XKYD49X1JJ196268","2018","87B013130025"
"38470530","Kenworth",,"1XKYD49XXJJ196267","2018","87A013570211"
"38470539","PTRB",,"1XPBDP9X8LD687407","2020","87B030600197"
"38470541","Kenworth",,"1XKYD49X2GJ478217","2016","87B012790089"
"38470547","Kenworth",,"1XKYD49X6EJ415716","2014","87A013570217"
"38470551","KW",,"1XKYD49X6EJ415697","2014","87B010770059"
"38470553","PTRB",,"1XPBDP9X2JD483943","2018","87A013570202"
"39816811","PTRB",,"1XPBDP9X5ND797298","2022","87A031910285"
"39816812","PTRB",,"1XPBDP9X4LD687419","2020","87B031110009"
"39816817","KW",,"1XKYD49X3GJ478257","2016","87B010770044"
